Name,Date,Open,Close,Volume,OpenInt
Petro. Inv.-a,20010325,1735.85,1735.85,163488,349714320.00
Petro. Inv.-a,20010326,1731.80,1703.41,17577,37030936.00
Petro. Inv.-a,20010327,1703.41,1662.85,97608,200173239.00
Petro. Inv.-a,20010328,1662.04,1703.41,59019,120265895.00
Petro. Inv.-a,20010331,1704.22,1788.58,85296,187171518.00
Petro. Inv.-a,20010403,1788.58,1849.41,35693,80021378.00
Petro. Inv.-a,20010407,1845.36,1812.10,71241,162132885.00
Petro. Inv.-a,20010408,1811.29,1780.46,137355,303716978.00
Petro. Inv.-a,20010409,1780.46,1767.49,133920,291076560.00
Petro. Inv.-a,20010410,1765.05,1778.03,154344,337045482.00
Petro. Inv.-a,20010411,1778.03,1777.22,133278,292040390.00
Petro. Inv.-a,20010414,1873.75,1907.81,376255,875224529.00
Petro. Inv.-a,20010415,1941.07,1946.75,214745,504162528.00
Petro. Inv.-a,20010416,1934.58,1942.69,115249,275343964.00
Petro. Inv.-a,20010417,1922.41,1913.49,124162,292698605.00
Petro. Inv.-a,20010418,1904.57,1917.55,284802,671520237.00
Petro. Inv.-a,20010421,1930.53,1938.64,286473,691272444.00
Petro. Inv.-a,20010422,1945.94,1902.14,154189,367418428.00
Petro. Inv.-a,20010423,1902.14,1853.47,517517,1178834491.00
Petro. Inv.-a,20010424,1901.33,1914.30,169576,400376343.00
Petro. Inv.-a,20010425,1914.30,2010.02,524921,1282239264.00
Petro. Inv.-a,20010428,2027.86,2027.86,321663,801772936.00
Petro. Inv.-a,20010429,2017.32,2028.68,421584,1051873319.00
Petro. Inv.-a,20010430,2028.68,2011.64,271728,679411734.00
Petro. Inv.-a,20010501,2011.64,2028.68,289071,722322846.00
Petro. Inv.-a,20010502,2027.86,2027.86,141585,353473079.00
Petro. Inv.-a,20010505,2027.05,2027.05,113022,282334978.00
Petro. Inv.-a,20010506,2011.64,2018.94,139911,347346380.00
Petro. Inv.-a,20010507,2018.13,2027.86,419362,1047606272.00
Petro. Inv.-a,20010508,2027.86,2027.86,165811,414317594.00
Petro. Inv.-a,20010509,2026.24,2019.75,298752,741550313.00
Petro. Inv.-a,20010512,2011.64,2019.75,135383,337141733.00
Petro. Inv.-a,20010513,2019.75,1947.56,54001,132509190.00
Petro. Inv.-a,20010515,1949.18,1949.18,74008,177697406.00
Petro. Inv.-a,20010516,1947.56,1930.53,79954,191523469.00
Petro. Inv.-a,20010519,1937.83,1937.83,208514,495277278.00
Petro. Inv.-a,20010520,1937.83,1916.74,105085,249563975.00
Petro. Inv.-a,20010521,1916.74,2012.45,160796,390099726.00
Petro. Inv.-a,20010523,2012.45,1994.61,47996,118217714.00
Petro. Inv.-a,20010526,1977.57,2068.42,349052,868919934.00
Petro. Inv.-a,20010527,2067.61,2110.60,411911,1054954294.00
Petro. Inv.-a,20010528,2110.60,2151.97,76768,201785791.00
Petro. Inv.-a,20010529,2151.97,2052.20,168068,431050636.00
Petro. Inv.-a,20010530,2068.42,2095.19,70692,182790885.00
Petro. Inv.-a,20010602,2095.19,2066.80,66458,170984663.00
Petro. Inv.-a,20010603,2065.99,2066.80,180659,456859385.00
Petro. Inv.-a,20010606,2036.79,2060.31,105070,266202085.00
Petro. Inv.-a,20010609,2059.50,2052.20,80773,202914397.00
Petro. Inv.-a,20010611,2056.25,2154.40,168366,436248930.00
Petro. Inv.-a,20010612,2154.40,2186.04,264216,702979616.00
Petro. Inv.-a,20010613,2198.20,2141.42,53198,143121198.00
Petro. Inv.-a,20010616,2139.80,2108.17,50698,132697896.00
Petro. Inv.-a,20010617,2100.87,2052.20,101060,258307864.00
Petro. Inv.-a,20010618,2084.64,2063.55,79747,202491006.00
Petro. Inv.-a,20010619,2063.55,2138.18,187938,489048130.00
Petro. Inv.-a,20010620,2138.18,2160.08,183820,485686926.00
Petro. Inv.-a,20010623,2149.54,2132.50,61652,162107996.00
Petro. Inv.-a,20010624,2129.26,2132.50,83971,219232831.00
Petro. Inv.-a,20010625,2109.79,2132.50,198835,519916120.00
Petro. Inv.-a,20010626,2130.07,2132.50,300571,787511350.00
Petro. Inv.-a,20010627,2131.69,2141.42,243338,639001878.00
Petro. Inv.-a,20010630,2141.42,2141.42,252225,665132307.00
Petro. Inv.-a,20010701,2132.50,2141.42,104010,273585180.00
Petro. Inv.-a,20010702,2143.86,2141.42,122983,322943991.00
Petro. Inv.-a,20010703,2125.20,2125.20,53294,139807480.00
Petro. Inv.-a,20010704,2122.77,2100.87,49552,128851702.00
Petro. Inv.-a,20010707,2099.24,2084.64,87169,224845460.00
Petro. Inv.-a,20010708,2068.42,2028.68,176641,447268767.00
Petro. Inv.-a,20010709,2048.95,2049.76,204636,514319961.00
Petro. Inv.-a,20010710,2048.14,2037.60,113154,284086875.00
Petro. Inv.-a,20010711,2037.60,2040.84,617266,1554691843.00
Petro. Inv.-a,20010714,2040.84,2044.09,110491,277881776.00
Petro. Inv.-a,20010715,2047.33,2051.39,81155,205042583.00
Petro. Inv.-a,20010716,2059.50,2051.39,80689,204071097.00
Petro. Inv.-a,20010717,2060.31,2108.98,144261,370913214.00
Petro. Inv.-a,20010718,2108.98,2112.22,74169,194191580.00
Petro. Inv.-a,20010721,2113.03,2077.34,41524,107868209.00
Petro. Inv.-a,20010722,2091.13,2068.42,30266,77392252.00
Petro. Inv.-a,20010723,2064.37,2045.71,67132,169968169.00
Petro. Inv.-a,20010724,2044.90,2044.09,95557,240089068.00
Petro. Inv.-a,20010725,2044.90,2035.98,62280,156711498.00
Petro. Inv.-a,20010728,2043.28,2037.60,67426,170038887.00
Petro. Inv.-a,20010729,2035.98,2044.09,130277,327161580.00
Petro. Inv.-a,20010730,2043.28,2091.94,148604,379041443.00
Petro. Inv.-a,20010731,2091.94,2080.59,50634,130168286.00
Petro. Inv.-a,20010801,2076.53,2108.98,300750,775930703.00
Petro. Inv.-a,20010804,2137.37,2113.85,155590,407948732.00
Petro. Inv.-a,20010805,2114.66,2084.64,89938,233096684.00
Petro. Inv.-a,20010806,2078.97,2070.04,58677,149549738.00
Petro. Inv.-a,20010807,2070.04,2092.76,90392,231685109.00
Petro. Inv.-a,20010808,2089.51,2092.76,77436,198806435.00
Petro. Inv.-a,20010811,2092.76,2092.76,55867,143887711.00
Petro. Inv.-a,20010812,2092.76,2077.34,130030,333837163.00
Petro. Inv.-a,20010813,2080.59,2108.98,183759,473024341.00
Petro. Inv.-a,20010814,2108.98,2108.98,166194,431894645.00
Petro. Inv.-a,20010815,2108.98,2108.98,254485,660759919.00
Petro. Inv.-a,20010818,2109.79,2100.87,69126,179500972.00
Petro. Inv.-a,20010819,2096.00,2080.59,122502,314313827.00
Petro. Inv.-a,20010820,2078.15,2054.63,246032,625457509.00
Petro. Inv.-a,20010821,2057.88,2044.09,104256,263306487.00
Petro. Inv.-a,20010822,2044.09,2029.49,128884,325179618.00
Petro. Inv.-a,20010825,2045.71,2035.98,139558,350861810.00
Petro. Inv.-a,20010826,2035.98,2040.03,124910,313689156.00
Petro. Inv.-a,20010827,2035.98,2040.03,87376,220202599.00
Petro. Inv.-a,20010828,2048.95,2083.02,140741,356720614.00
Petro. Inv.-a,20010829,2082.21,2092.76,152218,389089633.00
Petro. Inv.-a,20010901,2108.17,2117.09,276894,720871454.00
Petro. Inv.-a,20010902,2119.52,2166.57,267821,715936913.00
Petro. Inv.-a,20010903,2173.87,2165.76,117003,310140115.00
Petro. Inv.-a,20010904,2145.48,2165.76,160736,424719880.00
Petro. Inv.-a,20010905,2135.75,2189.28,194076,519638018.00
Petro. Inv.-a,20010908,2189.28,2189.28,82475,222606708.00
Petro. Inv.-a,20010909,2182.79,2190.09,93914,253601770.00
Petro. Inv.-a,20010910,2189.28,2190.09,101365,272982035.00
Petro. Inv.-a,20010911,2189.28,2190.09,194201,524032651.00
Petro. Inv.-a,20010912,2173.06,2173.87,152354,406166059.00
Petro. Inv.-a,20010915,2164.95,2157.65,110824,293075182.00
Petro. Inv.-a,20010916,2149.54,2103.30,32144,83697540.00
Petro. Inv.-a,20010917,2027.86,1998.66,25249,62911376.00
Petro. Inv.-a,20010918,1906.19,1898.89,288514,675675428.00
Petro. Inv.-a,20010919,1898.89,1993.80,740571,1798474722.00
Petro. Inv.-a,20010922,1998.66,2092.76,110448,281254894.00
Petro. Inv.-a,20010923,2125.20,2156.02,486990,1297887803.00
Petro. Inv.-a,20010924,2155.21,2091.13,98736,257380822.00
Petro. Inv.-a,20010925,2076.53,2108.98,216347,554713567.00
Petro. Inv.-a,20010926,2107.36,2061.12,94751,243333826.00
Petro. Inv.-a,20010929,2044.09,2006.77,133669,331087150.00
Petro. Inv.-a,20010930,1987.31,2067.61,441703,1098424225.00
Petro. Inv.-a,20011002,2068.42,2092.76,167581,431253116.00
Petro. Inv.-a,20011003,2093.57,2100.87,168919,435973542.00
Petro. Inv.-a,20011006,2100.87,2108.98,194188,503539320.00
Petro. Inv.-a,20011007,2100.87,2108.98,397342,1031873229.00
Petro. Inv.-a,20011008,2096.81,2090.32,313104,807176647.00
Petro. Inv.-a,20011009,2087.08,2048.14,100021,251402504.00
Petro. Inv.-a,20011010,2040.84,1968.65,50996,124116107.00
Petro. Inv.-a,20011013,1946.75,1975.14,413362,1003509296.00
Petro. Inv.-a,20011014,1975.14,2005.96,490717,1213201355.00
Petro. Inv.-a,20011104,1800.74,1839.68,132231,300040364.00
Petro. Inv.-a,20011105,1875.37,1903.76,308290,721727590.00
Petro. Inv.-a,20011106,1904.57,1832.38,136021,317312835.00
Petro. Inv.-a,20011107,1833.19,1855.09,147406,335353097.00
Petro. Inv.-a,20011110,1857.52,1865.63,91880,210950774.00
Petro. Inv.-a,20011111,1865.63,1855.90,59650,136693391.00
Petro. Inv.-a,20011112,1855.90,1849.41,91418,208977669.00
Petro. Inv.-a,20011113,1835.62,1855.90,139794,317573696.00
Petro. Inv.-a,20011114,1855.90,1847.79,34852,79581998.00
Petro. Inv.-a,20011117,1834.00,1825.08,37346,84119239.00
Petro. Inv.-a,20011118,1816.97,1824.27,49825,111263051.00
Petro. Inv.-a,20011119,1806.42,1808.85,52794,117947999.00
Petro. Inv.-a,20011120,1808.85,1818.59,80529,180392825.00
Petro. Inv.-a,20011121,1817.78,1825.08,30459,68420320.00
Petro. Inv.-a,20011124,1825.08,1825.08,41800,93975889.00
Petro. Inv.-a,20011125,1813.72,1816.97,62253,138958032.00
Petro. Inv.-a,20011126,1816.97,1816.97,42005,94201271.00
Petro. Inv.-a,20011127,1816.97,1792.63,73549,163907310.00
Petro. Inv.-a,20011128,1785.33,1776.41,195090,425715814.00
Petro. Inv.-a,20011201,1771.54,1757.75,139918,303693010.00
Petro. Inv.-a,20011202,1756.94,1784.52,126441,275961933.00
Petro. Inv.-a,20011203,1784.52,1784.52,100068,219554842.00
Petro. Inv.-a,20011204,1785.33,1825.08,137579,305050093.00
Petro. Inv.-a,20011205,1826.70,1828.32,132314,299327178.00
Petro. Inv.-a,20011208,1829.13,1833.19,75562,170398695.00
Petro. Inv.-a,20011209,1824.27,1824.27,33149,74550312.00
Petro. Inv.-a,20011210,1816.97,1815.34,114907,254502006.00
Petro. Inv.-a,20011211,1811.29,1803.18,186773,410638460.00
Petro. Inv.-a,20011212,1799.93,1797.50,80805,177839608.00
Petro. Inv.-a,20011215,1788.58,1780.46,117364,257979147.00
Petro. Inv.-a,20011217,1776.41,1865.63,215740,483563341.00
Petro. Inv.-a,20011218,1849.41,1862.39,75719,172445942.00
Petro. Inv.-a,20011219,1847.79,1826.70,65891,149350422.00
Petro. Inv.-a,20011222,1826.70,1820.21,101679,228353225.00
