Name,Date,Open,Close,Volume,OpenInt
Behshahr Inv.-a,20010325,2417.21,2413.40,6621,33608153.00
Behshahr Inv.-a,20010326,2412.45,2379.17,19360,97802060.00
Behshahr Inv.-a,20010327,2379.17,2409.12,54528,273181440.00
Behshahr Inv.-a,20010328,2405.32,2409.12,17326,87493040.00
Behshahr Inv.-a,20010331,2409.12,2409.12,33528,169651859.00
Behshahr Inv.-a,20010403,2408.65,2409.12,1427,7229829.00
Behshahr Inv.-a,20010407,2407.22,2405.80,4798,24290536.00
Behshahr Inv.-a,20010408,2391.53,2405.80,40678,205576874.00
Behshahr Inv.-a,20010409,2396.76,2424.81,54770,277940709.00
Behshahr Inv.-a,20010410,2424.81,2429.57,232564,1190955662.00
Behshahr Inv.-a,20010411,2429.57,2429.57,95079,485154249.00
Behshahr Inv.-a,20010414,2428.62,2440.03,114711,586259588.00
Behshahr Inv.-a,20010415,2440.03,2440.03,153551,789677616.00
Behshahr Inv.-a,20010416,2440.03,2450.96,260550,1338764197.00
Behshahr Inv.-a,20010417,2453.34,2450.96,346812,1806530474.00
Behshahr Inv.-a,20010418,2472.36,2498.03,190180,1001036127.00
Behshahr Inv.-a,20010421,2507.07,2591.22,82488,446776780.00
Behshahr Inv.-a,20010422,2591.22,2595.98,98376,535950384.00
Behshahr Inv.-a,20010423,2595.98,2615.00,1091862,6003082600.00
Behshahr Inv.-a,20010424,2615.00,2663.49,1552433,8691824825.00
Behshahr Inv.-a,20010425,2686.31,2777.60,120399,693803071.00
Behshahr Inv.-a,20010428,2852.72,2805.18,140658,837256667.00
Behshahr Inv.-a,20010429,2805.18,2808.98,157474,930373098.00
Behshahr Inv.-a,20010430,2814.69,2804.70,92846,548222140.00
Behshahr Inv.-a,20010501,2804.23,2745.75,167075,881597244.00
Behshahr Inv.-a,20010502,2745.75,2700.58,84769,481328083.00
Behshahr Inv.-a,20010505,2700.58,2711.51,112031,633857118.00
Behshahr Inv.-a,20010506,2711.04,2712.94,98878,564652503.00
Behshahr Inv.-a,20010507,2712.46,2748.12,84394,484417482.00
Behshahr Inv.-a,20010508,2757.16,2805.18,278416,1638357222.00
Behshahr Inv.-a,20010509,2805.18,2814.69,70424,416208655.00
Behshahr Inv.-a,20010512,2814.69,2815.16,85332,504737029.00
Behshahr Inv.-a,20010513,2815.16,2803.75,86384,509486920.00
Behshahr Inv.-a,20010515,2803.75,2767.14,95837,559378190.00
Behshahr Inv.-a,20010516,2764.29,2767.14,207275,1203371320.00
Behshahr Inv.-a,20010519,2776.65,2853.67,210118,1238234213.00
Behshahr Inv.-a,20010520,2852.72,2853.67,638030,3967032004.00
Behshahr Inv.-a,20010521,2858.43,2876.50,92912,562747197.00
Behshahr Inv.-a,20010523,2876.97,2902.17,102227,623207993.00
Behshahr Inv.-a,20010526,2906.45,2914.53,55135,336786777.00
Behshahr Inv.-a,20010527,2909.78,2920.71,95004,582489172.00
Behshahr Inv.-a,20010528,2920.24,2924.99,101868,626570325.00
Behshahr Inv.-a,20010529,2905.50,2928.80,118958,730602209.00
Behshahr Inv.-a,20010530,2947.34,2947.81,289064,1792117389.00
